state,county,party,candidate,votes
MI,OSCODA,GRN,Jill Stein,18
MI,OSCODA,NLP,Emidio Mimi Soltysik,0
MI,OSCODA,NPA,Cherunda Fox,0
MI,OSCODA,NPA,Ben Hartnell,0
MI,OSCODA,NPA,Tom Hoefling,0
MI,OSCODA,NPA,Laurence Kotlikoff,0
MI,OSCODA,NPA,Michael A. Maturen,0
MI,OSCODA,NPA,Evan McMullin,11
MI,OSCODA,NPA,Monica Moorehead,0
MI,OTSEGO,REP,Donald J. Trump,8266
MI,OTSEGO,DEM,Hillary Clinton,3556
MI,OTSEGO,LIB,Gary Johnson,482
MI,OTSEGO,UST,Darrell L. Castle,56
MI,OTSEGO,GRN,Jill Stein,163
MI,OTSEGO,NLP,Emidio Mimi Soltysik,6
MI,OTSEGO,NPA,Cherunda Fox,0
MI,OTSEGO,NPA,Ben Hartnell,0
MI,OTSEGO,NPA,Tom Hoefling,2
MI,OTSEGO,NPA,Laurence Kotlikoff,0
MI,OTSEGO,NPA,Michael A. Maturen,0
MI,OTSEGO,NPA,Evan McMullin,7
MI,OTSEGO,NPA,Monica Moorehead,0
MI,OTTAWA,REP,Donald J. Trump,88467
MI,OTTAWA,DEM,Hillary Clinton,44973
MI,OTTAWA,LIB,Gary Johnson,6324
MI,OTTAWA,UST,Darrell L. Castle,676
MI,OTTAWA,GRN,Jill Stein,1418
MI,OTTAWA,NLP,Emidio Mimi Soltysik,47
MI,OTTAWA,NPA,Cherunda Fox,0
MI,OTTAWA,NPA,Ben Hartnell,1
MI,OTTAWA,NPA,Tom Hoefling,8
MI,OTTAWA,NPA,Laurence Kotlikoff,16
MI,OTTAWA,NPA,Michael A. Maturen,21
MI,OTTAWA,NPA,Evan McMullin,783
MI,OTTAWA,NPA,Monica Moorehead,0
MI,PRESQUE ISLE,REP,Donald J. Trump,4488
MI,PRESQUE ISLE,DEM,Hillary Clinton,2400
MI,PRESQUE ISLE,LIB,Gary Johnson,237
MI,PRESQUE ISLE,UST,Darrell L. Castle,39
MI,PRESQUE ISLE,GRN,Jill Stein,50
MI,PRESQUE ISLE,NLP,Emidio Mimi Soltysik,3
MI,PRESQUE ISLE,NPA,Cherunda Fox,0
MI,PRESQUE ISLE,NPA,Ben Hartnell,0
MI,PRESQUE ISLE,NPA,Tom Hoefling,0
MI,PRESQUE ISLE,NPA,Laurence Kotlikoff,0
MI,PRESQUE ISLE,NPA,Michael A. Maturen,0
MI,PRESQUE ISLE,NPA,Evan McMullin,1
MI,PRESQUE ISLE,NPA,Monica Moorehead,0
MI,ROSCOMMON,REP,Donald J. Trump,8141
MI,ROSCOMMON,DEM,Hillary Clinton,4287
MI,ROSCOMMON,LIB,Gary Johnson,413
MI,ROSCOMMON,UST,Darrell L. Castle,50
MI,ROSCOMMON,GRN,Jill Stein,142
MI,ROSCOMMON,NLP,Emidio Mimi Soltysik,3
MI,ROSCOMMON,NPA,Cherunda Fox,0
MI,ROSCOMMON,NPA,Ben Hartnell,0
MI,ROSCOMMON,NPA,Tom Hoefling,0
MI,ROSCOMMON,NPA,Laurence Kotlikoff,0
MI,ROSCOMMON,NPA,Michael A. Maturen,0
MI,ROSCOMMON,NPA,Evan McMullin,4
MI,ROSCOMMON,NPA,Monica Moorehead,1
MI,SAGINAW,REP,Donald J. Trump,45469
MI,SAGINAW,DEM,Hillary Clinton,44396
MI,SAGINAW,LIB,Gary Johnson,3199
MI,SAGINAW,UST,Darrell L. Castle,324
MI,SAGINAW,GRN,Jill Stein,780
MI,SAGINAW,NLP,Emidio Mimi Soltysik,31
MI,SAGINAW,NPA,Cherunda Fox,0
MI,SAGINAW,NPA,Ben Hartnell,0
MI,SAGINAW,NPA,Tom Hoefling,1
MI,SAGINAW,NPA,Laurence Kotlikoff,0
MI,SAGINAW,NPA,Michael A. Maturen,3
MI,SAGINAW,NPA,Evan McMullin,117
MI,SAGINAW,NPA,Monica Moorehead,0
MI,ST. CLAIR,REP,Donald J. Trump,49051
MI,ST. CLAIR,DEM,Hillary Clinton,24553
MI,ST. CLAIR,LIB,Gary Johnson,2972
MI,ST. CLAIR,UST,Darrell L. Castle,271
MI,ST. CLAIR,GRN,Jill Stein,1062
MI,ST. CLAIR,NLP,Emidio Mimi Soltysik,38
MI,ST. CLAIR,NPA,Cherunda Fox,0
MI,ST. CLAIR,NPA,Ben Hartnell,0
MI,ST. CLAIR,NPA,Tom Hoefling,0
MI,ST. CLAIR,NPA,Laurence Kotlikoff,0
MI,ST. CLAIR,NPA,Michael A. Maturen,3
MI,ST. CLAIR,NPA,Evan McMullin,53
MI,ST. CLAIR,NPA,Monica Moorehead,0
MI,ST. JOSEPH,REP,Donald J. Trump,14884
MI,ST. JOSEPH,DEM,Hillary Clinton,7526
MI,ST. JOSEPH,LIB,Gary Johnson,934
MI,ST. JOSEPH,UST,Darrell L. Castle,111
MI,ST. JOSEPH,GRN,Jill Stein,290
MI,ST. JOSEPH,NLP,Emidio Mimi Soltysik,12
MI,ST. JOSEPH,NPA,Cherunda Fox,0
MI,ST. JOSEPH,NPA,Ben Hartnell,0
MI,ST. JOSEPH,NPA,Tom Hoefling,0
MI,ST. JOSEPH,NPA,Laurence Kotlikoff,0
MI,ST. JOSEPH,NPA,Michael A. Maturen,0
MI,ST. JOSEPH,NPA,Evan McMullin,0
MI,ST. JOSEPH,NPA,Monica Moorehead,0
MI,SANILAC,REP,Donald J. Trump,13446
MI,SANILAC,DEM,Hillary Clinton,4873
MI,SANILAC,LIB,Gary Johnson,662
MI,SANILAC,UST,Darrell L. Castle,77
MI,SANILAC,GRN,Jill Stein,170
MI,SANILAC,NLP,Emidio Mimi Soltysik,15
MI,SANILAC,NPA,Cherunda Fox,0
MI,SANILAC,NPA,Ben Hartnell,0
MI,SANILAC,NPA,Tom Hoefling,0
MI,SANILAC,NPA,Laurence Kotlikoff,0
MI,SANILAC,NPA,Michael A. Maturen,4
MI,SANILAC,NPA,Evan McMullin,2
MI,SANILAC,NPA,Monica Moorehead,0
MI,SCHOOLCRAFT,REP,Donald J. Trump,2556
MI,SCHOOLCRAFT,DEM,Hillary Clinton,1369
MI,SCHOOLCRAFT,LIB,Gary Johnson,165
MI,SCHOOLCRAFT,UST,Darrell L. Castle,29
MI,SCHOOLCRAFT,GRN,Jill Stein,31
MI,SCHOOLCRAFT,NLP,Emidio Mimi Soltysik,1
MI,SCHOOLCRAFT,NPA,Cherunda Fox,0
MI,SCHOOLCRAFT,NPA,Ben Hartnell,0
MI,SCHOOLCRAFT,NPA,Tom Hoefling,0
MI,SCHOOLCRAFT,NPA,Laurence Kotlikoff,0
MI,SCHOOLCRAFT,NPA,Michael A. Maturen,0
MI,SCHOOLCRAFT,NPA,Evan McMullin,3
MI,SCHOOLCRAFT,NPA,Monica Moorehead,0
MI,SHIAWASSEE,REP,Donald J. Trump,19230
MI,SHIAWASSEE,DEM,Hillary Clinton,12546
MI,SHIAWASSEE,LIB,Gary Johnson,1660
MI,SHIAWASSEE,UST,Darrell L. Castle,221
MI,SHIAWASSEE,GRN,Jill Stein,362
MI,SHIAWASSEE,NLP,Emidio Mimi Soltysik,22
MI,SHIAWASSEE,NPA,Cherunda Fox,0
MI,SHIAWASSEE,NPA,Ben Hartnell,0
MI,SHIAWASSEE,NPA,Tom Hoefling,2
MI,SHIAWASSEE,NPA,Laurence Kotlikoff,0
MI,SHIAWASSEE,NPA,Michael A. Maturen,0
MI,SHIAWASSEE,NPA,Evan McMullin,68
MI,SHIAWASSEE,NPA,Monica Moorehead,0
MI,TUSCOLA,REP,Donald J. Trump,17102
MI,TUSCOLA,DEM,Hillary Clinton,7429
MI,TUSCOLA,LIB,Gary Johnson,872
MI,TUSCOLA,UST,Darrell L. Castle,122
MI,TUSCOLA,GRN,Jill Stein,221
MI,TUSCOLA,NLP,Emidio Mimi Soltysik,16
MI,TUSCOLA,NPA,Cherunda Fox,0
MI,TUSCOLA,NPA,Ben Hartnell,0
MI,TUSCOLA,NPA,Tom Hoefling,2
MI,TUSCOLA,NPA,Laurence Kotlikoff,0
MI,TUSCOLA,NPA,Michael A. Maturen,1
MI,TUSCOLA,NPA,Evan McMullin,31
MI,TUSCOLA,NPA,Monica Moorehead,0
MI,VAN BUREN,REP,Donald J. Trump,17890
MI,VAN BUREN,DEM,Hillary Clinton,13258
MI,VAN BUREN,LIB,Gary Johnson,1480
MI,VAN BUREN,UST,Darrell L. Castle,148
MI,VAN BUREN,GRN,Jill Stein,417
MI,VAN BUREN,NLP,Emidio Mimi Soltysik,20
MI,VAN BUREN,NPA,Cherunda Fox,0
MI,VAN BUREN,NPA,Ben Hartnell,0
MI,VAN BUREN,NPA,Tom Hoefling,0
MI,VAN BUREN,NPA,Laurence Kotlikoff,0
MI,VAN BUREN,NPA,Michael A. Maturen,2
MI,VAN BUREN,NPA,Evan McMullin,59
MI,VAN BUREN,NPA,Monica Moorehead,0
MI,WASHTENAW,REP,Donald J. Trump,50631
MI,WASHTENAW,DEM,Hillary Clinton,128483
MI,WASHTENAW,LIB,Gary Johnson,5840
MI,WASHTENAW,UST,Darrell L. Castle,473
MI,WASHTENAW,GRN,Jill Stein,2472
MI,WASHTENAW,NLP,Emidio Mimi Soltysik,95
MI,WASHTENAW,NPA,Cherunda Fox,0
MI,WASHTENAW,NPA,Ben Hartnell,0
MI,WASHTENAW,NPA,Tom Hoefling,2
MI,WASHTENAW,NPA,Laurence Kotlikoff,3
MI,WASHTENAW,NPA,Michael A. Maturen,42
MI,WASHTENAW,NPA,Evan McMullin,535
MI,WASHTENAW,NPA,Monica Moorehead,2
MI,WAYNE,REP,Donald J. Trump,228993
MI,WAYNE,DEM,Hillary Clinton,519444
MI,WAYNE,LIB,Gary Johnson,18801
MI,WAYNE,UST,Darrell L. Castle,1718
MI,WAYNE,GRN,Jill Stein,7784
MI,WAYNE,NLP,Emidio Mimi Soltysik,437
MI,WAYNE,NPA,Cherunda Fox,4
MI,WAYNE,NPA,Ben Hartnell,8
MI,WAYNE,NPA,Tom Hoefling,6
MI,WAYNE,NPA,Laurence Kotlikoff,9
MI,WAYNE,NPA,Michael A. Maturen,38
MI,WAYNE,NPA,Evan McMullin,588
MI,WAYNE,NPA,Monica Moorehead,8
MI,WEXFORD,REP,Donald J. Trump,10000
MI,WEXFORD,DEM,Hillary Clinton,4436
MI,WEXFORD,LIB,Gary Johnson,579
MI,WEXFORD,UST,Darrell L. Castle,62
MI,WEXFORD,GRN,Jill Stein,192
MI,WEXFORD,NLP,Emidio Mimi Soltysik,10
MI,WEXFORD,NPA,Cherunda Fox,0
MI,WEXFORD,NPA,Ben Hartnell,0
MI,WEXFORD,NPA,Tom Hoefling,2
MI,WEXFORD,NPA,Laurence Kotlikoff,0
MI,WEXFORD,NPA,Michael A. Maturen,0
MI,WEXFORD,NPA,Evan McMullin,17
MI,WEXFORD,NPA,Monica Moorehead,0
MN,Aitkin,R,Donald J. Trump,5516
MN,Aitkin,DFL,Hillary Clinton and Tim Kaine,3134
MN,Aitkin,CP,Darrell Castle and Scott Bradley,22
MN,Aitkin,LMN,Dan R. Vacek and Mark Elworth] Jr.,50
MN,Aitkin,SWP,Alyson Kennedy and Osborne Hart,6
MN,Aitkin,GP,Jill Stein and Howie Hawkins,67
MN,Aitkin,ADP,Rocky Roque De La Fuente and Michael Steinberg,3
MN,Aitkin,IP,Evan McMullin and Nathan Johnson,124
MN,Aitkin,LIB,Gary Johnson and William Weld,263
MN,Aitkin,WI,WRITE-IN**,46
MN,Anoka,R,Donald J. Trump,93339
MN,Anoka,DFL,Hillary Clinton and Tim Kaine,75500
MN,Anoka,CP,Darrell Castle and Scott Bradley,661
MN,Anoka,LMN,Dan R. Vacek and Mark Elworth] Jr.,864
MN,Anoka,SWP,Alyson Kennedy and Osborne Hart,89
MN,Anoka,GP,Jill Stein and Howie Hawkins,2123
MN,Anoka,ADP,Rocky Roque De La Fuente and Michael Steinberg,96
MN,Anoka,IP,Evan McMullin and Nathan Johnson,3685
MN,Anoka,LIB,Gary Johnson and William Weld,7726
MN,Anoka,WI,WRITE-IN**,1675
MN,Becker,R,Donald J. Trump,10880
MN,Becker,DFL,Hillary Clinton and Tim Kaine,5208
MN,Becker,CP,Darrell Castle and Scott Bradley,56
MN,Becker,LMN,Dan R. Vacek and Mark Elworth] Jr.,48
MN,Becker,SWP,Alyson Kennedy and Osborne Hart,13
MN,Becker,GP,Jill Stein and Howie Hawkins,130
MN,Becker,ADP,Rocky Roque De La Fuente and Michael Steinberg,5
MN,Becker,IP,Evan McMullin and Nathan Johnson,171
MN,Becker,LIB,Gary Johnson and William Weld,580
MN,Becker,WI,WRITE-IN**,131
MN,Beltrami,R,Donald J. Trump,10783
MN,Beltrami,DFL,Hillary Clinton and Tim Kaine,8688
MN,Beltrami,CP,Darrell Castle and Scott Bradley,67
MN,Beltrami,LMN,Dan R. Vacek and Mark Elworth] Jr.,106
MN,Beltrami,SWP,Alyson Kennedy and Osborne Hart,14
MN,Beltrami,GP,Jill Stein and Howie Hawkins,420
MN,Beltrami,ADP,Rocky Roque De La Fuente and Michael Steinberg,14
MN,Beltrami,IP,Evan McMullin and Nathan Johnson,444
MN,Beltrami,LIB,Gary Johnson and William Weld,780
MN,Beltrami,WI,WRITE-IN**,248
MN,Benton,R,Donald J. Trump,12872
MN,Benton,DFL,Hillary Clinton and Tim Kaine,5640
MN,Benton,CP,Darrell Castle and Scott Bradley,57
MN,Benton,LMN,Dan R. Vacek and Mark Elworth] Jr.,63
MN,Benton,SWP,Alyson Kennedy and Osborne Hart,15
MN,Benton,GP,Jill Stein and Howie Hawkins,245
MN,Benton,ADP,Rocky Roque De La Fuente and Michael Steinberg,11
MN,Benton,IP,Evan McMullin and Nathan Johnson,325
MN,Benton,LIB,Gary Johnson and William Weld,683
MN,Benton,WI,WRITE-IN**,147
MN,Big Stone,R,Donald J. Trump,1608
MN,Big Stone,DFL,Hillary Clinton and Tim Kaine,921
MN,Big Stone,CP,Darrell Castle and Scott Bradley,14
MN,Big Stone,LMN,Dan R. Vacek and Mark Elworth] Jr.,12
MN,Big Stone,SWP,Alyson Kennedy and Osborne Hart,1
MN,Big Stone,GP,Jill Stein and Howie Hawkins,20
MN,Big Stone,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Big Stone,IP,Evan McMullin and Nathan Johnson,59
MN,Big Stone,LIB,Gary Johnson and William Weld,94
MN,Big Stone,WI,WRITE-IN**,25
MN,Blue Earth,R,Donald J. Trump,15667
MN,Blue Earth,DFL,Hillary Clinton and Tim Kaine,14428
MN,Blue Earth,CP,Darrell Castle and Scott Bradley,156
MN,Blue Earth,LMN,Dan R. Vacek and Mark Elworth] Jr.,152
MN,Blue Earth,SWP,Alyson Kennedy and Osborne Hart,33
MN,Blue Earth,GP,Jill Stein and Howie Hawkins,587
MN,Blue Earth,ADP,Rocky Roque De La Fuente and Michael Steinberg,24
MN,Blue Earth,IP,Evan McMullin and Nathan Johnson,605
MN,Blue Earth,LIB,Gary Johnson and William Weld,1604
MN,Blue Earth,WI,WRITE-IN**,337
MN,Brown,R,Donald J. Trump,8708
MN,Brown,DFL,Hillary Clinton and Tim Kaine,3763
MN,Brown,CP,Darrell Castle and Scott Bradley,72
MN,Brown,LMN,Dan R. Vacek and Mark Elworth] Jr.,46
MN,Brown,SWP,Alyson Kennedy and Osborne Hart,9
MN,Brown,GP,Jill Stein and Howie Hawkins,136
MN,Brown,ADP,Rocky Roque De La Fuente and Michael Steinberg,5
MN,Brown,IP,Evan McMullin and Nathan Johnson,421
MN,Brown,LIB,Gary Johnson and William Weld,503
MN,Brown,WI,WRITE-IN**,116
MN,Carlton,R,Donald J. Trump,8160
MN,Carlton,DFL,Hillary Clinton and Tim Kaine,8460
MN,Carlton,CP,Darrell Castle and Scott Bradley,85
MN,Carlton,LMN,Dan R. Vacek and Mark Elworth] Jr.,92
MN,Carlton,SWP,Alyson Kennedy and Osborne Hart,10
MN,Carlton,GP,Jill Stein and Howie Hawkins,233
MN,Carlton,ADP,Rocky Roque De La Fuente and Michael Steinberg,8
MN,Carlton,IP,Evan McMullin and Nathan Johnson,308
MN,Carlton,LIB,Gary Johnson and William Weld,703
MN,Carlton,WI,WRITE-IN**,152
MN,Carver,R,Donald J. Trump,29056
MN,Carver,DFL,Hillary Clinton and Tim Kaine,21508
MN,Carver,CP,Darrell Castle and Scott Bradley,161
MN,Carver,LMN,Dan R. Vacek and Mark Elworth] Jr.,168
MN,Carver,SWP,Alyson Kennedy and Osborne Hart,20
MN,Carver,GP,Jill Stein and Howie Hawkins,488
MN,Carver,ADP,Rocky Roque De La Fuente and Michael Steinberg,29
MN,Carver,IP,Evan McMullin and Nathan Johnson,1210
MN,Carver,LIB,Gary Johnson and William Weld,2461
MN,Carver,WI,WRITE-IN**,595
MN,Cass,R,Donald J. Trump,9982
MN,Cass,DFL,Hillary Clinton and Tim Kaine,4949
MN,Cass,CP,Darrell Castle and Scott Bradley,54
MN,Cass,LMN,Dan R. Vacek and Mark Elworth] Jr.,62
MN,Cass,SWP,Alyson Kennedy and Osborne Hart,10
MN,Cass,GP,Jill Stein and Howie Hawkins,212
MN,Cass,ADP,Rocky Roque De La Fuente and Michael Steinberg,6
MN,Cass,IP,Evan McMullin and Nathan Johnson,196
MN,Cass,LIB,Gary Johnson and William Weld,414
MN,Cass,WI,WRITE-IN**,114
MN,Chippewa,R,Donald J. Trump,3764
MN,Chippewa,DFL,Hillary Clinton and Tim Kaine,1978
MN,Chippewa,CP,Darrell Castle and Scott Bradley,28
MN,Chippewa,LMN,Dan R. Vacek and Mark Elworth] Jr.,21
MN,Chippewa,SWP,Alyson Kennedy and Osborne Hart,7
MN,Chippewa,GP,Jill Stein and Howie Hawkins,70
MN,Chippewa,ADP,Rocky Roque De La Fuente and Michael Steinberg,1
MN,Chippewa,IP,Evan McMullin and Nathan Johnson,104
MN,Chippewa,LIB,Gary Johnson and William Weld,209
MN,Chippewa,WI,WRITE-IN**,40
MN,Chisago,R,Donald J. Trump,18441
MN,Chisago,DFL,Hillary Clinton and Tim Kaine,9278
MN,Chisago,CP,Darrell Castle and Scott Bradley,101
MN,Chisago,LMN,Dan R. Vacek and Mark Elworth] Jr.,135
MN,Chisago,SWP,Alyson Kennedy and Osborne Hart,14
MN,Chisago,GP,Jill Stein and Howie Hawkins,317
MN,Chisago,ADP,Rocky Roque De La Fuente and Michael Steinberg,13
MN,Chisago,IP,Evan McMullin and Nathan Johnson,496
MN,Chisago,LIB,Gary Johnson and William Weld,1213
MN,Chisago,WI,WRITE-IN**,220
MN,Clay,R,Donald J. Trump,13543
MN,Clay,DFL,Hillary Clinton and Tim Kaine,12971
MN,Clay,CP,Darrell Castle and Scott Bradley,105
MN,Clay,LMN,Dan R. Vacek and Mark Elworth] Jr.,118
MN,Clay,SWP,Alyson Kennedy and Osborne Hart,13
MN,Clay,GP,Jill Stein and Howie Hawkins,416
MN,Clay,ADP,Rocky Roque De La Fuente and Michael Steinberg,23
MN,Clay,IP,Evan McMullin and Nathan Johnson,424
MN,Clay,LIB,Gary Johnson and William Weld,1486
MN,Clay,WI,WRITE-IN**,299
MN,Clearwater,R,Donald J. Trump,2925
MN,Clearwater,DFL,Hillary Clinton and Tim Kaine,1100
MN,Clearwater,CP,Darrell Castle and Scott Bradley,16
MN,Clearwater,LMN,Dan R. Vacek and Mark Elworth] Jr.,19
MN,Clearwater,SWP,Alyson Kennedy and Osborne Hart,2
MN,Clearwater,GP,Jill Stein and Howie Hawkins,33
MN,Clearwater,ADP,Rocky Roque De La Fuente and Michael Steinberg,0
MN,Clearwater,IP,Evan McMullin and Nathan Johnson,36
MN,Clearwater,LIB,Gary Johnson and William Weld,94
MN,Clearwater,WI,WRITE-IN**,20
MN,Cook,R,Donald J. Trump,1156
MN,Cook,DFL,Hillary Clinton and Tim Kaine,1912
MN,Cook,CP,Darrell Castle and Scott Bradley,19
MN,Cook,LMN,Dan R. Vacek and Mark Elworth] Jr.,23
MN,Cook,SWP,Alyson Kennedy and Osborne Hart,2
MN,Cook,GP,Jill Stein and Howie Hawkins,77
MN,Cook,ADP,Rocky Roque De La Fuente and Michael Steinberg,3
MN,Cook,IP,Evan McMullin and Nathan Johnson,63
MN,Cook,LIB,Gary Johnson and William Weld,105
MN,Cook,WI,WRITE-IN**,35
MN,Cottonwood,R,Donald J. Trump,3679
MN,Cottonwood,DFL,Hillary Clinton and Tim Kaine,1678
MN,Cottonwood,CP,Darrell Castle and Scott Bradley,41
MN,Cottonwood,LMN,Dan R. Vacek and Mark Elworth] Jr.,15
MN,Cottonwood,SWP,Alyson Kennedy and Osborne Hart,4
MN,Cottonwood,GP,Jill Stein and Howie Hawkins,41
MN,Cottonwood,ADP,Rocky Roque De La Fuente and Michael Steinberg,3
MN,Cottonwood,IP,Evan McMullin and Nathan Johnson,86
MN,Cottonwood,LIB,Gary Johnson and William Weld,150
MN,Cottonwood,WI,WRITE-IN**,24
MN,Crow Wing,R,Donald J. Trump,22287
MN,Crow Wing,DFL,Hillary Clinton and Tim Kaine,10982
MN,Crow Wing,CP,Darrell Castle and Scott Bradley,145
MN,Crow Wing,LMN,Dan R. Vacek and Mark Elworth] Jr.,139
MN,Crow Wing,SWP,Alyson Kennedy and Osborne Hart,13
MN,Crow Wing,GP,Jill Stein and Howie Hawkins,311
MN,Crow Wing,ADP,Rocky Roque De La Fuente and Michael Steinberg,19
MN,Crow Wing,IP,Evan McMullin and Nathan Johnson,498
MN,Crow Wing,LIB,Gary Johnson and William Weld,1174
MN,Crow Wing,WI,WRITE-IN**,274
MN,Dakota,R,Donald J. Trump,99583
MN,Dakota,DFL,Hillary Clinton and Tim Kaine,110483
MN,Dakota,CP,Darrell Castle and Scott Bradley,649
MN,Dakota,LMN,Dan R. Vacek and Mark Elworth] Jr.,872
MN,Dakota,SWP,Alyson Kennedy and Osborne Hart,102
MN,Dakota,GP,Jill Stein and Howie Hawkins,2678
MN,Dakota,ADP,Rocky Roque De La Fuente and Michael Steinberg,119
MN,Dakota,IP,Evan McMullin and Nathan Johnson,4501
MN,Dakota,LIB,Gary Johnson and William Weld,9879
MN,Dakota,WI,WRITE-IN**,2574
MN,Dodge,R,Donald J. Trump,6527
MN,Dodge,DFL,Hillary Clinton and Tim Kaine,3102
MN,Dodge,CP,Darrell Castle and Scott Bradley,61
MN,Dodge,LMN,Dan R. Vacek and Mark Elworth] Jr.,46
MN,Dodge,SWP,Alyson Kennedy and Osborne Hart,5
MN,Dodge,GP,Jill Stein and Howie Hawkins,98
MN,Dodge,ADP,Rocky Roque De La Fuente and Michael Steinberg,5
MN,Dodge,IP,Evan McMullin and Nathan Johnson,266
MN,Dodge,LIB,Gary Johnson and William Weld,454
MN,Dodge,WI,WRITE-IN**,90
MN,Douglas,R,Donald J. Trump,13966
MN,Douglas,DFL,Hillary Clinton and Tim Kaine,6227
MN,Douglas,CP,Darrell Castle and Scott Bradley,87
MN,Douglas,LMN,Dan R. Vacek and Mark Elworth] Jr.,56
MN,Douglas,SWP,Alyson Kennedy and Osborne Hart,6
MN,Douglas,GP,Jill Stein and Howie Hawkins,167
MN,Douglas,ADP,Rocky Roque De La Fuente and Michael Steinberg,9
MN,Douglas,IP,Evan McMullin and Nathan Johnson,324
MN,Douglas,LIB,Gary Johnson and William Weld,781
MN,Douglas,WI,WRITE-IN**,162
MN,Faribault,R,Donald J. Trump,4659
MN,Faribault,DFL,Hillary Clinton and Tim Kaine,2153
MN,Faribault,CP,Darrell Castle and Scott Bradley,31
MN,Faribault,LMN,Dan R. Vacek and Mark Elworth] Jr.,37
MN,Faribault,SWP,Alyson Kennedy and Osborne Hart,6
MN,Faribault,GP,Jill Stein and Howie Hawkins,63
MN,Faribault,ADP,Rocky Roque De La Fuente and Michael Steinberg,3
MN,Faribault,IP,Evan McMullin and Nathan Johnson,132
MN,Faribault,LIB,Gary Johnson and William Weld,271
MN,Faribault,WI,WRITE-IN**,57
MN,Fillmore,R,Donald J. Trump,6271
MN,Fillmore,DFL,Hillary Clinton and Tim Kaine,3872
MN,Fillmore,CP,Darrell Castle and Scott Bradley,54
MN,Fillmore,LMN,Dan R. Vacek and Mark Elworth] Jr.,41
MN,Fillmore,SWP,Alyson Kennedy and Osborne Hart,6
MN,Fillmore,GP,Jill Stein and Howie Hawkins,103
MN,Fillmore,ADP,Rocky Roque De La Fuente and Michael Steinberg,5
MN,Fillmore,IP,Evan McMullin and Nathan Johnson,216
MN,Fillmore,LIB,Gary Johnson and William Weld,409
MN,Fillmore,WI,WRITE-IN**,78
MN,Freeborn,R,Donald J. Trump,8808
MN,Freeborn,DFL,Hillary Clinton and Tim Kaine,6041
MN,Freeborn,CP,Darrell Castle and Scott Bradley,48
MN,Freeborn,LMN,Dan R. Vacek and Mark Elworth] Jr.,71
MN,Freeborn,SWP,Alyson Kennedy and Osborne Hart,14
MN,Freeborn,GP,Jill Stein and Howie Hawkins,169
MN,Freeborn,ADP,Rocky Roque De La Fuente and Michael Steinberg,9
MN,Freeborn,IP,Evan McMullin and Nathan Johnson,258
MN,Freeborn,LIB,Gary Johnson and William Weld,511
MN,Freeborn,WI,WRITE-IN**,122
MN,Goodhue,R,Donald J. Trump,14041
MN,Goodhue,DFL,Hillary Clinton and Tim Kaine,9446
MN,Goodhue,CP,Darrell Castle and Scott Bradley,98
MN,Goodhue,LMN,Dan R. Vacek and Mark Elworth] Jr.,109
MN,Goodhue,SWP,Alyson Kennedy and Osborne Hart,11
MN,Goodhue,GP,Jill Stein and Howie Hawkins,262
MN,Goodhue,ADP,Rocky Roque De La Fuente and Michael Steinberg,21
MN,Goodhue,IP,Evan McMullin and Nathan Johnson,420
MN,Goodhue,LIB,Gary Johnson and William Weld,1130
MN,Goodhue,WI,WRITE-IN**,179
MN,Grant,R,Donald J. Trump,2063
MN,Grant,DFL,Hillary Clinton and Tim Kaine,1105
MN,Grant,CP,Darrell Castle and Scott Bradley,11
MN,Grant,LMN,Dan R. Vacek and Mark Elworth] Jr.,15
MN,Grant,SWP,Alyson Kennedy and Osborne Hart,1
MN,Grant,GP,Jill Stein and Howie Hawkins,27
MN,Grant,ADP,Rocky Roque De La Fuente and Michael Steinberg,4
MN,Grant,IP,Evan McMullin and Nathan Johnson,69
MN,Grant,LIB,Gary Johnson and William Weld,159
MN,Grant,WI,WRITE-IN**,19
MN,Hennepin,R,Donald J. Trump,191770
MN,Hennepin,DFL,Hillary Clinton and Tim Kaine,429288
MN,Hennepin,CP,Darrell Castle and Scott Bradley,1501
MN,Hennepin,LMN,Dan R. Vacek and Mark Elworth] Jr.,2391
MN,Hennepin,SWP,Alyson Kennedy and Osborne Hart,434
MN,Hennepin,GP,Jill Stein and Howie Hawkins,10310
MN,Hennepin,ADP,Rocky Roque De La Fuente and Michael Steinberg,288
MN,Hennepin,IP,Evan McMullin and Nathan Johnson,12270
MN,Hennepin,LIB,Gary Johnson and William Weld,24400
MN,Hennepin,WI,WRITE-IN**,7325
MN,Houston,R,Donald J. Trump,5616
MN,Houston,DFL,Hillary Clinton and Tim Kaine,4145
MN,Houston,CP,Darrell Castle and Scott Bradley,29
MN,Houston,LMN,Dan R. Vacek and Mark Elworth] Jr.,52
MN,Houston,SWP,Alyson Kennedy and Osborne Hart,4
MN,Houston,GP,Jill Stein and Howie Hawkins,135
MN,Houston,ADP,Rocky Roque De La Fuente and Michael Steinberg,2
MN,Houston,IP,Evan McMullin and Nathan Johnson,138
MN,Houston,LIB,Gary Johnson and William Weld,394
MN,Houston,WI,WRITE-IN**,89
MN,Hubbard,R,Donald J. Trump,7261
MN,Hubbard,DFL,Hillary Clinton and Tim Kaine,3423
MN,Hubbard,CP,Darrell Castle and Scott Bradley,48
MN,Hubbard,LMN,Dan R. Vacek and Mark Elworth] Jr.,32
