state,county,party,candidate,votes
CA,Colusa,REP,Donald J. Trump,3551
CA,Contra Costa,REP,Donald J. Trump,115956
CA,Del Norte,REP,Donald J. Trump,5134
CA,El Dorado,REP,Donald J. Trump,49247
CA,Fresno,REP,Donald J. Trump,124049
CA,Glenn,REP,Donald J. Trump,5788
CA,Humboldt,REP,Donald J. Trump,18373
CA,Imperial,REP,Donald J. Trump,12704
CA,Inyo,REP,Donald J. Trump,4248
CA,Kern,REP,Donald J. Trump,129584
CA,Kings,REP,Donald J. Trump,18093
CA,Lake,REP,Donald J. Trump,10599
CA,Lassen,REP,Donald J. Trump,7574
CA,Los Angeles,REP,Donald J. Trump,769743
CA,Madera,REP,Donald J. Trump,23357
CA,Marin,REP,Donald J. Trump,21771
CA,Mariposa,REP,Donald J. Trump,5185
CA,Mendocino,REP,Donald J. Trump,10888
CA,Merced,REP,Donald J. Trump,28725
CA,Modoc,REP,Donald J. Trump,2696
CA,Mono,REP,Donald J. Trump,2111
CA,Monterey,REP,Donald J. Trump,34895
CA,Napa,REP,Donald J. Trump,17411
CA,Nevada,REP,Donald J. Trump,23365
CA,Orange,REP,Donald J. Trump,507148
CA,Placer,REP,Donald J. Trump,95138
CA,Plumas,REP,Donald J. Trump,5420
CA,Riverside,REP,Donald J. Trump,333243
CA,Sacramento,REP,Donald J. Trump,189789
CA,San Benito,REP,Donald J. Trump,7841
CA,San Bernardino,REP,Donald J. Trump,271240
CA,San Diego,REP,Donald J. Trump,477766
CA,San Francisco,REP,Donald J. Trump,37688
CA,San Joaquin,REP,Donald J. Trump,88936
CA,San Luis Obispo,REP,Donald J. Trump,56164
CA,San Mateo,REP,Donald J. Trump,57929
CA,Santa Barbara,REP,Donald J. Trump,56365
CA,Santa Clara,REP,Donald J. Trump,144826
CA,Santa Cruz,REP,Donald J. Trump,22438
CA,Shasta,REP,Donald J. Trump,51778
CA,Sierra,REP,Donald J. Trump,1048
CA,Siskiyou,REP,Donald J. Trump,11341
CA,Solano,REP,Donald J. Trump,51920
CA,Sonoma,REP,Donald J. Trump,51408
CA,Stanislaus,REP,Donald J. Trump,78494
CA,Sutter,REP,Donald J. Trump,18176
CA,Tehama,REP,Donald J. Trump,15494
CA,Trinity,REP,Donald J. Trump,2812
CA,Tulare,REP,Donald J. Trump,58299
CA,Tuolumne,REP,Donald J. Trump,14551
CA,Ventura,REP,Donald J. Trump,132323
CA,Yolo,REP,Donald J. Trump,20739
CA,Yuba,REP,Donald J. Trump,13170
CA,Total,REP,Donald J. Trump,4483810
CA,Alameda,GRN,Jill Stein,17830
CA,Alpine,GRN,Jill Stein,21
CA,Amador,GRN,Jill Stein,227
CA,Butte,GRN,Jill Stein,2594
CA,Calaveras,GRN,Jill Stein,424
CA,Colusa,GRN,Jill Stein,85
CA,Contra Costa,GRN,Jill Stein,8637
CA,Del Norte,GRN,Jill Stein,245
CA,El Dorado,GRN,Jill Stein,1425
CA,Fresno,GRN,Jill Stein,4300
CA,Glenn,GRN,Jill Stein,97
CA,Humboldt,GRN,Jill Stein,3681
CA,Imperial,GRN,Jill Stein,745
CA,Inyo,GRN,Jill Stein,214
CA,Kern,GRN,Jill Stein,2887
CA,Kings,GRN,Jill Stein,411
CA,Lake,GRN,Jill Stein,930
CA,Lassen,GRN,Jill Stein,105
CA,Los Angeles,GRN,Jill Stein,76465
CA,Madera,GRN,Jill Stein,644
CA,Marin,GRN,Jill Stein,3109
CA,Mariposa,GRN,Jill Stein,189
CA,Mendocino,GRN,Jill Stein,2108
CA,Merced,GRN,Jill Stein,1209
CA,Modoc,GRN,Jill Stein,50
CA,Mono,GRN,Jill Stein,142
CA,Monterey,GRN,Jill Stein,2823
CA,Napa,GRN,Jill Stein,1262
CA,Nevada,GRN,Jill Stein,2189
CA,Orange,GRN,Jill Stein,18068
CA,Placer,GRN,Jill Stein,2501
CA,Plumas,GRN,Jill Stein,186
CA,Riverside,GRN,Jill Stein,11320
CA,Sacramento,GRN,Jill Stein,9846
CA,San Benito,GRN,Jill Stein,364
CA,San Bernardino,GRN,Jill Stein,10604
CA,San Diego,GRN,Jill Stein,22820
CA,San Francisco,GRN,Jill Stein,9904
CA,San Joaquin,GRN,Jill Stein,3134
CA,San Luis Obispo,GRN,Jill Stein,2848
CA,San Mateo,GRN,Jill Stein,5102
CA,Santa Barbara,GRN,Jill Stein,3719
CA,Santa Clara,GRN,Jill Stein,12664
CA,Santa Cruz,GRN,Jill Stein,4485
CA,Shasta,GRN,Jill Stein,1300
CA,Sierra,GRN,Jill Stein,42
CA,Siskiyou,GRN,Jill Stein,575
CA,Solano,GRN,Jill Stein,2771
CA,Sonoma,GRN,Jill Stein,7347
CA,Stanislaus,GRN,Jill Stein,2562
CA,Sutter,GRN,Jill Stein,382
CA,Tehama,GRN,Jill Stein,290
CA,Trinity,GRN,Jill Stein,239
CA,Tulare,GRN,Jill Stein,1620
CA,Tuolumne,GRN,Jill Stein,384
CA,Ventura,GRN,Jill Stein,6315
CA,Yolo,GRN,Jill Stein,1779
CA,Yuba,GRN,Jill Stein,438
CA,Total,GRN,Jill Stein,278657
CA,Alameda,LIB,Gary Johnson,16906
CA,Alpine,LIB,Gary Johnson,25
CA,Amador,LIB,Gary Johnson,804
CA,Butte,LIB,Gary Johnson,4625
CA,Calaveras,LIB,Gary Johnson,1104
CA,Colusa,LIB,Gary Johnson,260
CA,Contra Costa,LIB,Gary Johnson,16123
CA,Del Norte,LIB,Gary Johnson,416
CA,El Dorado,LIB,Gary Johnson,5027
CA,Fresno,LIB,Gary Johnson,9246
CA,Glenn,LIB,Gary Johnson,375
CA,Humboldt,LIB,Gary Johnson,2163
CA,Imperial,LIB,Gary Johnson,1221
CA,Inyo,LIB,Gary Johnson,328
CA,Kern,LIB,Gary Johnson,9359
CA,Kings,LIB,Gary Johnson,1338
CA,Lake,LIB,Gary Johnson,1095
CA,Lassen,LIB,Gary Johnson,473
CA,Los Angeles,LIB,Gary Johnson,88968
CA,Madera,LIB,Gary Johnson,1558
CA,Marin,LIB,Gary Johnson,4180
CA,Mariposa,LIB,Gary Johnson,326
CA,Mendocino,LIB,Gary Johnson,1331
CA,Merced,LIB,Gary Johnson,2410
CA,Modoc,LIB,Gary Johnson,122
CA,Mono,LIB,Gary Johnson,222
CA,Monterey,LIB,Gary Johnson,4547
CA,Napa,LIB,Gary Johnson,2551
CA,Nevada,LIB,Gary Johnson,2378
CA,Orange,LIB,Gary Johnson,46128
CA,Placer,LIB,Gary Johnson,9245
CA,Plumas,LIB,Gary Johnson,411
CA,Riverside,LIB,Gary Johnson,24089
CA,Sacramento,LIB,Gary Johnson,24412
CA,San Benito,LIB,Gary Johnson,815
CA,San Bernardino,LIB,Gary Johnson,21050
CA,San Diego,LIB,Gary Johnson,51663
CA,San Francisco,LIB,Gary Johnson,8883
CA,San Joaquin,LIB,Gary Johnson,8049
CA,San Luis Obispo,LIB,Gary Johnson,6473
CA,San Mateo,LIB,Gary Johnson,9464
CA,Santa Barbara,LIB,Gary Johnson,6748
CA,Santa Clara,LIB,Gary Johnson,25325
CA,Santa Cruz,LIB,Gary Johnson,4325
CA,Shasta,LIB,Gary Johnson,3382
CA,Sierra,LIB,Gary Johnson,98
CA,Siskiyou,LIB,Gary Johnson,875
CA,Solano,LIB,Gary Johnson,6254
CA,Sonoma,LIB,Gary Johnson,8987
CA,Stanislaus,LIB,Gary Johnson,6662
CA,Sutter,LIB,Gary Johnson,1437
CA,Tehama,LIB,Gary Johnson,953
CA,Trinity,LIB,Gary Johnson,302
CA,Tulare,LIB,Gary Johnson,3800
CA,Tuolumne,LIB,Gary Johnson,1101
CA,Ventura,LIB,Gary Johnson,13679
CA,Yolo,LIB,Gary Johnson,3346
CA,Yuba,LIB,Gary Johnson,1063
CA,Total,LIB,Gary Johnson,478500
CA,Alameda,PF,Gloria Estela La Riva,3162
CA,Alpine,PF,Gloria Estela La Riva,3
CA,Amador,PF,Gloria Estela La Riva,55
CA,Butte,PF,Gloria Estela La Riva,501
CA,Calaveras,PF,Gloria Estela La Riva,56
CA,Colusa,PF,Gloria Estela La Riva,39
CA,Contra Costa,PF,Gloria Estela La Riva,1566
CA,Del Norte,PF,Gloria Estela La Riva,81
CA,El Dorado,PF,Gloria Estela La Riva,190
CA,Fresno,PF,Gloria Estela La Riva,875
CA,Glenn,PF,Gloria Estela La Riva,54
CA,Humboldt,PF,Gloria Estela La Riva,379
CA,Imperial,PF,Gloria Estela La Riva,339
CA,Inyo,PF,Gloria Estela La Riva,51
CA,Kern,PF,Gloria Estela La Riva,1522
CA,Kings,PF,Gloria Estela La Riva,251
CA,Lake,PF,Gloria Estela La Riva,103
CA,Lassen,PF,Gloria Estela La Riva,46
CA,Los Angeles,PF,Gloria Estela La Riva,21993
CA,Madera,PF,Gloria Estela La Riva,187
CA,Marin,PF,Gloria Estela La Riva,351
CA,Mariposa,PF,Gloria Estela La Riva,55
CA,Mendocino,PF,Gloria Estela La Riva,151
CA,Merced,PF,Gloria Estela La Riva,454
CA,Modoc,PF,Gloria Estela La Riva,13
CA,Mono,PF,Gloria Estela La Riva,23
CA,Monterey,PF,Gloria Estela La Riva,661
CA,Napa,PF,Gloria Estela La Riva,207
CA,Nevada,PF,Gloria Estela La Riva,85
CA,Orange,PF,Gloria Estela La Riva,4898
CA,Placer,PF,Gloria Estela La Riva,238
CA,Plumas,PF,Gloria Estela La Riva,29
CA,Riverside,PF,Gloria Estela La Riva,3433
CA,Sacramento,PF,Gloria Estela La Riva,2556
CA,San Benito,PF,Gloria Estela La Riva,138
CA,San Bernardino,PF,Gloria Estela La Riva,3786
CA,San Diego,PF,Gloria Estela La Riva,3353
CA,San Francisco,PF,Gloria Estela La Riva,1799
CA,San Joaquin,PF,Gloria Estela La Riva,903
CA,San Luis Obispo,PF,Gloria Estela La Riva,425
CA,San Mateo,PF,Gloria Estela La Riva,1047
CA,Santa Barbara,PF,Gloria Estela La Riva,693
CA,Santa Clara,PF,Gloria Estela La Riva,2759
CA,Santa Cruz,PF,Gloria Estela La Riva,627
CA,Shasta,PF,Gloria Estela La Riva,329
CA,Sierra,PF,Gloria Estela La Riva,15
CA,Siskiyou,PF,Gloria Estela La Riva,88
CA,Solano,PF,Gloria Estela La Riva,804
CA,Sonoma,PF,Gloria Estela La Riva,679
CA,Stanislaus,PF,Gloria Estela La Riva,986
CA,Sutter,PF,Gloria Estela La Riva,198
CA,Tehama,PF,Gloria Estela La Riva,138
CA,Trinity,PF,Gloria Estela La Riva,21
CA,Tulare,PF,Gloria Estela La Riva,636
CA,Tuolumne,PF,Gloria Estela La Riva,63
CA,Ventura,PF,Gloria Estela La Riva,1481
CA,Yolo,PF,Gloria Estela La Riva,358
CA,Yuba,PF,Gloria Estela La Riva,168
CA,Total,PF,Gloria Estela La Riva,66101
CA,Alameda,,Laurence Kotlikoff,27
CA,Alpine,,Laurence Kotlikoff,0
CA,Amador,,Laurence Kotlikoff,0
CA,Butte,,Laurence Kotlikoff,0
CA,Calaveras,,Laurence Kotlikoff,0
CA,Colusa,,Laurence Kotlikoff,0
CA,Contra Costa,,Laurence Kotlikoff,11
CA,Del Norte,,Laurence Kotlikoff,0
CA,El Dorado,,Laurence Kotlikoff,3
CA,Fresno,,Laurence Kotlikoff,3
CA,Glenn,,Laurence Kotlikoff,0
CA,Humboldt,,Laurence Kotlikoff,0
CA,Imperial,,Laurence Kotlikoff,0
CA,Inyo,,Laurence Kotlikoff,0
CA,Kern,,Laurence Kotlikoff,3
CA,Kings,,Laurence Kotlikoff,0
CA,Lake,,Laurence Kotlikoff,0
CA,Lassen,,Laurence Kotlikoff,2
CA,Los Angeles,,Laurence Kotlikoff,155
CA,Madera,,Laurence Kotlikoff,0
CA,Marin,,Laurence Kotlikoff,6
CA,Mariposa,,Laurence Kotlikoff,0
CA,Mendocino,,Laurence Kotlikoff,3
CA,Merced,,Laurence Kotlikoff,0
CA,Modoc,,Laurence Kotlikoff,0
CA,Mono,,Laurence Kotlikoff,0
CA,Monterey,,Laurence Kotlikoff,2
CA,Napa,,Laurence Kotlikoff,0
CA,Nevada,,Laurence Kotlikoff,0
CA,Orange,,Laurence Kotlikoff,27
CA,Placer,,Laurence Kotlikoff,10
CA,Plumas,,Laurence Kotlikoff,0
CA,Riverside,,Laurence Kotlikoff,4
CA,Sacramento,,Laurence Kotlikoff,5
CA,San Benito,,Laurence Kotlikoff,1
CA,San Bernardino,,Laurence Kotlikoff,5
CA,San Diego,,Laurence Kotlikoff,42
CA,San Francisco,,Laurence Kotlikoff,13
CA,San Joaquin,,Laurence Kotlikoff,5
CA,San Luis Obispo,,Laurence Kotlikoff,3
CA,San Mateo,,Laurence Kotlikoff,15
CA,Santa Barbara,,Laurence Kotlikoff,1
CA,Santa Clara,,Laurence Kotlikoff,25
CA,Santa Cruz,,Laurence Kotlikoff,4
CA,Shasta,,Laurence Kotlikoff,2
CA,Sierra,,Laurence Kotlikoff,0
CA,Siskiyou,,Laurence Kotlikoff,1
CA,Solano,,Laurence Kotlikoff,0
CA,Sonoma,,Laurence Kotlikoff,8
CA,Stanislaus,,Laurence Kotlikoff,2
CA,Sutter,,Laurence Kotlikoff,0
CA,Tehama,,Laurence Kotlikoff,0
CA,Trinity,,Laurence Kotlikoff,0
CA,Tulare,,Laurence Kotlikoff,0
CA,Tuolumne,,Laurence Kotlikoff,0
CA,Ventura,,Laurence Kotlikoff,9
CA,Yolo,,Laurence Kotlikoff,5
CA,Yuba,,Laurence Kotlikoff,0
CA,Total,,Laurence Kotlikoff,402
CA,Alameda,,Mike Maturen,71
CA,Alpine,,Mike Maturen,0
CA,Amador,,Mike Maturen,0
CA,Butte,,Mike Maturen,10
CA,Calaveras,,Mike Maturen,0
CA,Colusa,,Mike Maturen,0
CA,Contra Costa,,Mike Maturen,36
CA,Del Norte,,Mike Maturen,0
CA,El Dorado,,Mike Maturen,4
CA,Fresno,,Mike Maturen,17
CA,Glenn,,Mike Maturen,2
CA,Humboldt,,Mike Maturen,5
CA,Imperial,,Mike Maturen,43
CA,Inyo,,Mike Maturen,0
CA,Kern,,Mike Maturen,27
CA,Kings,,Mike Maturen,0
CA,Lake,,Mike Maturen,1
CA,Lassen,,Mike Maturen,1
CA,Los Angeles,,Mike Maturen,274
CA,Madera,,Mike Maturen,9
CA,Marin,,Mike Maturen,4
CA,Mariposa,,Mike Maturen,0
CA,Mendocino,,Mike Maturen,4
CA,Merced,,Mike Maturen,6
CA,Modoc,,Mike Maturen,0
CA,Mono,,Mike Maturen,0
CA,Monterey,,Mike Maturen,8
CA,Napa,,Mike Maturen,3
CA,Nevada,,Mike Maturen,0
CA,Orange,,Mike Maturen,131
CA,Placer,,Mike Maturen,33
CA,Plumas,,Mike Maturen,0
CA,Riverside,,Mike Maturen,49
CA,Sacramento,,Mike Maturen,65
CA,San Benito,,Mike Maturen,0
CA,San Bernardino,,Mike Maturen,37
CA,San Diego,,Mike Maturen,152
CA,San Francisco,,Mike Maturen,22
CA,San Joaquin,,Mike Maturen,26
CA,San Luis Obispo,,Mike Maturen,13
CA,San Mateo,,Mike Maturen,23
CA,Santa Barbara,,Mike Maturen,18
CA,Santa Clara,,Mike Maturen,61
CA,Santa Cruz,,Mike Maturen,10
CA,Shasta,,Mike Maturen,2
CA,Sierra,,Mike Maturen,0
CA,Siskiyou,,Mike Maturen,5
CA,Solano,,Mike Maturen,10
CA,Sonoma,,Mike Maturen,9
CA,Stanislaus,,Mike Maturen,46
CA,Sutter,,Mike Maturen,0
CA,Tehama,,Mike Maturen,3
CA,Trinity,,Mike Maturen,0
CA,Tulare,,Mike Maturen,5
CA,Tuolumne,,Mike Maturen,0
CA,Ventura,,Mike Maturen,60
CA,Yolo,,Mike Maturen,11
CA,Yuba,,Mike Maturen,0
CA,Total,,Mike Maturen,1316
CA,Alameda,,Evan McMullin,1291
CA,Alpine,,Evan McMullin,1
CA,Amador,,Evan McMullin,59
CA,Butte,,Evan McMullin,340
CA,Calaveras,,Evan McMullin,22
CA,Colusa,,Evan McMullin,12
CA,Contra Costa,,Evan McMullin,1355
CA,Del Norte,,Evan McMullin,58
CA,El Dorado,,Evan McMullin,578
CA,Fresno,,Evan McMullin,1070
CA,Glenn,,Evan McMullin,31
CA,Humboldt,,Evan McMullin,181
CA,Imperial,,Evan McMullin,81
CA,Inyo,,Evan McMullin,24
CA,Kern,,Evan McMullin,891
CA,Kings,,Evan McMullin,90
CA,Lake,,Evan McMullin,53
CA,Lassen,,Evan McMullin,47
CA,Los Angeles,,Evan McMullin,4607
CA,Madera,,Evan McMullin,145
CA,Marin,,Evan McMullin,249
CA,Mariposa,,Evan McMullin,0
CA,Mendocino,,Evan McMullin,124
CA,Merced,,Evan McMullin,162
CA,Modoc,,Evan McMullin,11
CA,Mono,,Evan McMullin,3
CA,Monterey,,Evan McMullin,358
CA,Napa,,Evan McMullin,154
CA,Nevada,,Evan McMullin,179
CA,Orange,,Evan McMullin,4917
CA,Placer,,Evan McMullin,1032
CA,Plumas,,Evan McMullin,51
CA,Riverside,,Evan McMullin,2168
CA,Sacramento,,Evan McMullin,2205
CA,San Benito,,Evan McMullin,86
CA,San Bernardino,,Evan McMullin,1877
CA,San Diego,,Evan McMullin,4851
CA,San Francisco,,Evan McMullin,373
CA,San Joaquin,,Evan McMullin,617
CA,San Luis Obispo,,Evan McMullin,702
CA,San Mateo,,Evan McMullin,760
CA,Santa Barbara,,Evan McMullin,733
CA,Santa Clara,,Evan McMullin,2296
CA,Santa Cruz,,Evan McMullin,283
CA,Shasta,,Evan McMullin,439
CA,Sierra,,Evan McMullin,6
CA,Siskiyou,,Evan McMullin,104
CA,Solano,,Evan McMullin,557
CA,Sonoma,,Evan McMullin,543
CA,Stanislaus,,Evan McMullin,563
CA,Sutter,,Evan McMullin,134
CA,Tehama,,Evan McMullin,82
CA,Trinity,,Evan McMullin,18
CA,Tulare,,Evan McMullin,163
CA,Tuolumne,,Evan McMullin,71
CA,Ventura,,Evan McMullin,1422
CA,Yolo,,Evan McMullin,256
CA,Yuba,,Evan McMullin,111
CA,Total,,Evan McMullin,39596
CA,Alameda,,"Bernard ""Bernie"" Sanders",4206
CA,Alpine,,"Bernard ""Bernie"" Sanders",1
CA,Amador,,"Bernard ""Bernie"" Sanders",100
CA,Butte,,"Bernard ""Bernie"" Sanders",782
CA,Calaveras,,"Bernard ""Bernie"" Sanders",75
CA,Colusa,,"Bernard ""Bernie"" Sanders",24
CA,Contra Costa,,"Bernard ""Bernie"" Sanders",3204
CA,Del Norte,,"Bernard ""Bernie"" Sanders",139
CA,El Dorado,,"Bernard ""Bernie"" Sanders",713
CA,Fresno,,"Bernard ""Bernie"" Sanders",1417
CA,Glenn,,"Bernard ""Bernie"" Sanders",58
CA,Humboldt,,"Bernard ""Bernie"" Sanders",1264
CA,Imperial,,"Bernard ""Bernie"" Sanders",291
CA,Inyo,,"Bernard ""Bernie"" Sanders",66
CA,Kern,,"Bernard ""Bernie"" Sanders",1199
CA,Kings,,"Bernard ""Bernie"" Sanders",115
CA,Lake,,"Bernard ""Bernie"" Sanders",219
CA,Lassen,,"Bernard ""Bernie"" Sanders",52
CA,Los Angeles,,"Bernard ""Bernie"" Sanders",7724
CA,Madera,,"Bernard ""Bernie"" Sanders",183
CA,Marin,,"Bernard ""Bernie"" Sanders",896
CA,Mariposa,,"Bernard ""Bernie"" Sanders",0
CA,Mendocino,,"Bernard ""Bernie"" Sanders",789
CA,Merced,,"Bernard ""Bernie"" Sanders",506
CA,Modoc,,"Bernard ""Bernie"" Sanders",19
CA,Mono,,"Bernard ""Bernie"" Sanders",2
CA,Monterey,,"Bernard ""Bernie"" Sanders",1025
CA,Napa,,"Bernard ""Bernie"" Sanders",585
CA,Nevada,,"Bernard ""Bernie"" Sanders",685
CA,Orange,,"Bernard ""Bernie"" Sanders",6239
CA,Placer,,"Bernard ""Bernie"" Sanders",1132
CA,Plumas,,"Bernard ""Bernie"" Sanders",120
CA,Riverside,,"Bernard ""Bernie"" Sanders",3387
CA,Sacramento,,"Bernard ""Bernie"" Sanders",4429
CA,San Benito,,"Bernard ""Bernie"" Sanders",158
CA,San Bernardino,,"Bernard ""Bernie"" Sanders",4551
CA,San Diego,,"Bernard ""Bernie"" Sanders",10255
CA,San Francisco,,"Bernard ""Bernie"" Sanders",2021
CA,San Joaquin,,"Bernard ""Bernie"" Sanders",1372
CA,San Luis Obispo,,"Bernard ""Bernie"" Sanders",1273
CA,San Mateo,,"Bernard ""Bernie"" Sanders",2159
CA,Santa Barbara,,"Bernard ""Bernie"" Sanders",1366
CA,Santa Clara,,"Bernard ""Bernie"" Sanders",4066
CA,Santa Cruz,,"Bernard ""Bernie"" Sanders",1395
CA,Shasta,,"Bernard ""Bernie"" Sanders",520
CA,Sierra,,"Bernard ""Bernie"" Sanders",20
CA,Siskiyou,,"Bernard ""Bernie"" Sanders",269
CA,Solano,,"Bernard ""Bernie"" Sanders",1437
CA,Sonoma,,"Bernard ""Bernie"" Sanders",1835
CA,Stanislaus,,"Bernard ""Bernie"" Sanders",1184
CA,Sutter,,"Bernard ""Bernie"" Sanders",120
CA,Tehama,,"Bernard ""Bernie"" Sanders",139
CA,Trinity,,"Bernard ""Bernie"" Sanders",80
CA,Tulare,,"Bernard ""Bernie"" Sanders",226
CA,Tuolumne,,"Bernard ""Bernie"" Sanders",236
CA,Ventura,,"Bernard ""Bernie"" Sanders",2031
CA,Yolo,,"Bernard ""Bernie"" Sanders",844
CA,Yuba,,"Bernard ""Bernie"" Sanders",138
CA,Total,,"Bernard ""Bernie"" Sanders",79341
CA,Alameda,,Jerry White,9
CA,Alpine,,Jerry White,0
CA,Amador,,Jerry White,0
CA,Butte,,Jerry White,1
CA,Calaveras,,Jerry White,0
CA,Colusa,,Jerry White,0
CA,Contra Costa,,Jerry White,0
CA,Del Norte,,Jerry White,0
CA,El Dorado,,Jerry White,0
CA,Fresno,,Jerry White,1
CA,Glenn,,Jerry White,0
CA,Humboldt,,Jerry White,0
CA,Imperial,,Jerry White,0
CA,Inyo,,Jerry White,0
CA,Kern,,Jerry White,2
CA,Kings,,Jerry White,0
CA,Lake,,Jerry White,0
CA,Lassen,,Jerry White,0
CA,Los Angeles,,Jerry White,15
CA,Madera,,Jerry White,0
CA,Marin,,Jerry White,0
CA,Mariposa,,Jerry White,0
CA,Mendocino,,Jerry White,0
CA,Merced,,Jerry White,0
CA,Modoc,,Jerry White,0
CA,Mono,,Jerry White,0
CA,Monterey,,Jerry White,1
CA,Napa,,Jerry White,0
CA,Nevada,,Jerry White,1
CA,Orange,,Jerry White,4
CA,Placer,,Jerry White,1
CA,Plumas,,Jerry White,0
CA,Riverside,,Jerry White,3
CA,Sacramento,,Jerry White,0
CA,San Benito,,Jerry White,0
CA,San Bernardino,,Jerry White,0
CA,San Diego,,Jerry White,22
CA,San Francisco,,Jerry White,5
CA,San Joaquin,,Jerry White,0
CA,San Luis Obispo,,Jerry White,1
CA,San Mateo,,Jerry White,3
CA,Santa Barbara,,Jerry White,1
CA,Santa Clara,,Jerry White,3
CA,Santa Cruz,,Jerry White,5
CA,Shasta,,Jerry White,0
CA,Sierra,,Jerry White,0
CA,Siskiyou,,Jerry White,0
CA,Solano,,Jerry White,0
CA,Sonoma,,Jerry White,2
CA,Stanislaus,,Jerry White,0
CA,Sutter,,Jerry White,0
CA,Tehama,,Jerry White,0
CA,Trinity,,Jerry White,0
CA,Tulare,,Jerry White,0
CA,Tuolumne,,Jerry White,0
CA,Ventura,,Jerry White,4
CA,Yolo,,Jerry White,0
CA,Yuba,,Jerry White,0
CA,Total,,Jerry White,84
IN,Adams,Democratic,Hillary Clinton,2802
IN,Adams,Libertarian,Gary Johnson,595
IN,Adams,Republican,Donald J. Trump,9642
IN,Adams,Constitution,Darrell L Castle,0
IN,Adams,Green,Jill Stein,0
IN,Adams,Independent,Ray C Brown,0
IN,Adams,Independent,Roque De La Fuente,0
IN,Adams,Independent,Richard Duncan,0
IN,Adams,Independent,Cherunda Fox,0
IN,Adams,Independent,Tom Hoefling,0
IN,Adams,Independent,Denny Carroll Jackson,0
IN,Adams,Independent,Melissa L Kelly,0
IN,Adams,Independent,Laurence Kotlikoff,0
IN,Adams,Independent,Joseph Maldonado,0
IN,Adams,Independent,G Mullis,0
IN,Adams,Independent,Matthew Roberts,0
IN,Adams,Socialist,Emidio Soltysik,0
IN,Allen,Democratic,Hillary Clinton,55222
IN,Allen,Libertarian,Gary Johnson,6764
IN,Allen,Republican,Donald J. Trump,83801
IN,Allen,Constitution,Darrell L Castle,0
IN,Allen,Green,Jill Stein,0
IN,Allen,Independent,Ray C Brown,0
IN,Allen,Independent,Roque De La Fuente,0
IN,Allen,Independent,Richard Duncan,0
IN,Allen,Independent,Cherunda Fox,0
IN,Allen,Independent,Tom Hoefling,0
IN,Allen,Independent,Denny Carroll Jackson,0
IN,Allen,Independent,Melissa L Kelly,0
IN,Allen,Independent,Laurence Kotlikoff,0
IN,Allen,Independent,Joseph Maldonado,0
IN,Allen,Independent,G Mullis,0
IN,Allen,Independent,Matthew Roberts,0
IN,Allen,Socialist,Emidio Soltysik,0
IN,Bartholomew,Democratic,Hillary Clinton,9841
IN,Bartholomew,Libertarian,Gary Johnson,1911
IN,Bartholomew,Republican,Donald J. Trump,20639
IN,Bartholomew,Constitution,Darrell L Castle,30
IN,Bartholomew,Green,Jill Stein,60
IN,Bartholomew,Independent,Ray C Brown,0
IN,Bartholomew,Independent,Roque De La Fuente,0
IN,Bartholomew,Independent,Richard Duncan,0
IN,Bartholomew,Independent,Cherunda Fox,0
IN,Bartholomew,Independent,Tom Hoefling,3
IN,Bartholomew,Independent,Denny Carroll Jackson,0
IN,Bartholomew,Independent,Melissa L Kelly,0
IN,Bartholomew,Independent,Laurence Kotlikoff,0
IN,Bartholomew,Independent,Joseph Maldonado,0
IN,Bartholomew,Independent,G Mullis,0
IN,Bartholomew,Independent,Matthew Roberts,5
IN,Bartholomew,Socialist,Emidio Soltysik,0
IN,Benton,Democratic,Hillary Clinton,860
IN,Benton,Libertarian,Gary Johnson,215
IN,Benton,Republican,Donald J. Trump,2579
IN,Benton,Constitution,Darrell L Castle,2
IN,Benton,Green,Jill Stein,9
IN,Benton,Independent,Ray C Brown,0
IN,Benton,Independent,Roque De La Fuente,0
IN,Benton,Independent,Richard Duncan,0
IN,Benton,Independent,Cherunda Fox,0
IN,Benton,Independent,Tom Hoefling,1
IN,Benton,Independent,Denny Carroll Jackson,0
IN,Benton,Independent,Melissa L Kelly,0
IN,Benton,Independent,Laurence Kotlikoff,0
IN,Benton,Independent,Joseph Maldonado,0
IN,Benton,Independent,G Mullis,0
IN,Benton,Independent,Matthew Roberts,0
IN,Benton,Socialist,Emidio Soltysik,0
IN,Blackford,Democratic,Hillary Clinton,1243
IN,Blackford,Libertarian,Gary Johnson,230
IN,Blackford,Republican,Donald J. Trump,3349
IN,Blackford,Constitution,Darrell L Castle,0
IN,Blackford,Green,Jill Stein,15
IN,Blackford,Independent,Ray C Brown,0
IN,Blackford,Independent,Roque De La Fuente,0
IN,Blackford,Independent,Richard Duncan,0
IN,Blackford,Independent,Cherunda Fox,0
IN,Blackford,Independent,Tom Hoefling,0
IN,Blackford,Independent,Denny Carroll Jackson,1
IN,Blackford,Independent,Melissa L Kelly,0
IN,Blackford,Independent,Laurence Kotlikoff,0
IN,Blackford,Independent,Joseph Maldonado,0
IN,Blackford,Independent,G Mullis,0
IN,Blackford,Independent,Matthew Roberts,0
IN,Blackford,Socialist,Emidio Soltysik,0
IN,Boone,Democratic,Hillary Clinton,10181
IN,Boone,Libertarian,Gary Johnson,2226
IN,Boone,Republican,Donald J. Trump,19654
IN,Boone,Constitution,Darrell L Castle,35
IN,Boone,Green,Jill Stein,75
